COWNNUM,OCCPCODE,CLTSEX,MARRYD,CLTTYPE,BILLCHNL,Count_product,Age_Product1,Age,Product_1,Product_2
10117949,1423,F,M,P,C,1,1,31,02_CI Endowment,01_Endowment
10118500,2309,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10118664,1516,M,M,P,C,1,1,31,01_Endowment,01_Endowment
10119882,448,F,M,P,C,1,1,43,02_CI Endowment,01_Endowment
10120120,1078,M,M,P,C,1,1,35,01_Endowment,01_Endowment
10120711,218,F,M,P,C,1,1,35,01_Endowment,01_Endowment
10120990,2025,F,M,P,C,1,1,44,01_Endowment,01_Endowment
10121225,1078,F,M,P,C,1,1,27,05_ILP 2016 - Prulink,01_Endowment
10121286,1516,M,M,P,C,1,1,38,01_Endowment,01_Endowment
10123104,218,F,M,P,C,1,1,53,05_ILP 2016 - Prulink,01_Endowment
10123129,2025,F,S,P,C,1,1,21,02_CI Endowment,01_Endowment
10123444,1078,F,M,P,C,1,1,42,01_Endowment,01_Endowment
10123506,2309,F,M,P,C,1,1,48,02_CI Endowment,01_Endowment
10123986,1078,F,M,P,C,1,1,25,01_Endowment,01_Endowment
10124349,1078,M,M,P,C,1,1,30,05_ILP 2016 - Prulink,01_Endowment
10124509,564,F,M,P,C,1,1,42,02_CI Endowment,01_Endowment
10124917,1078,F,M,P,C,1,1,35,01_Endowment,01_Endowment
10125582,2025,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,01_Endowment
10126007,1516,M,M,P,C,1,1,34,01_Endowment,01_Endowment
10126183,1516,M,M,P,C,1,1,45,04_PruCare Plus,01_Endowment
10126307,1078,M,M,P,C,1,1,34,01_Endowment,01_Endowment
10126566,1078,F,M,P,C,1,1,47,05_ILP 2016 - Prulink,01_Endowment
10126587,218,M,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10126774,2223,F,M,P,C,1,1,38,01_Endowment,01_Endowment
10126922,2218,F,M,P,C,1,1,26,03_Universal life,01_Endowment
10127211,1078,M,M,P,C,1,1,28,01_Endowment,01_Endowment
10127617,1516,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10128186,218,F,M,P,C,1,1,29,01_Endowment,01_Endowment
10128802,1516,F,M,P,C,1,1,38,02_CI Endowment,01_Endowment
10129168,1937,F,M,P,C,1,1,36,05_ILP 2016 - Prulink,01_Endowment
10129467,1078,F,M,P,C,1,1,41,01_Endowment,01_Endowment
10129559,721,F,M,P,C,1,1,29,05_ILP 2016 - Prulink,01_Endowment
10129635,1078,F,M,P,C,1,1,32,02_CI Endowment,01_Endowment
10130293,1078,M,M,P,C,1,1,25,01_Endowment,01_Endowment
10130300,1078,M,M,P,C,1,1,34,01_Endowment,01_Endowment
10130326,218,F,M,P,C,1,1,29,05_ILP 2016 - Prulink,01_Endowment
10131085,1516,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,01_Endowment
10131317,1078,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10131440,8,M,M,P,C,1,1,36,01_Endowment,01_Endowment
10131880,1078,F,M,P,C,1,1,34,01_Endowment,01_Endowment
10132051,2309,F,M,P,C,1,1,27,01_Endowment,01_Endowment
10132696,1078,M,M,P,C,1,1,55,02_CI Endowment,01_Endowment
10132816,1078,F,M,P,C,1,1,38,01_Endowment,01_Endowment
10133193,1516,M,M,P,C,1,1,42,02_CI Endowment,01_Endowment
10133239,218,M,M,P,C,1,1,41,01_Endowment,01_Endowment
10133700,2499,F,M,P,C,1,1,39,02_CI Endowment,01_Endowment
10134014,2309,F,M,P,C,1,1,53,02_CI Endowment,01_Endowment
10134214,448,F,M,P,C,1,1,52,02_CI Endowment,01_Endowment
10134911,1516,M,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10135031,218,F,M,P,C,1,1,30,02_CI Endowment,01_Endowment
10136215,2309,F,M,P,C,1,1,60,01_Endowment,01_Endowment
10136976,801,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10137096,2499,M,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10137335,1599,M,M,P,C,1,1,30,01_Endowment,01_Endowment
10137475,359,M,M,P,C,1,1,46,02_CI Endowment,01_Endowment
10137824,448,F,M,P,C,1,1,30,02_CI Endowment,01_Endowment
10138125,1078,M,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10139265,2025,F,M,P,C,1,1,47,01_Endowment,01_Endowment
10139401,218,F,S,P,C,1,1,29,02_CI Endowment,01_Endowment
10139450,1078,F,M,P,C,1,1,44,02_CI Endowment,01_Endowment
10139777,1489,F,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10139921,1078,M,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10139964,1516,F,M,P,C,1,1,48,02_CI Endowment,01_Endowment
10140068,2025,F,M,P,C,1,1,31,01_Endowment,01_Endowment
10141388,1078,F,M,P,C,1,1,27,02_CI Endowment,01_Endowment
10141399,218,F,M,P,C,1,1,28,02_CI Endowment,01_Endowment
10141422,2329,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10142111,2309,F,M,P,C,1,1,31,01_Endowment,01_Endowment
10142213,448,F,M,P,C,1,1,41,01_Endowment,01_Endowment
10142822,1516,M,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10143825,1516,M,M,P,C,1,1,60,03_Universal life,01_Endowment
10144512,1830,F,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10144619,1516,M,M,P,C,1,1,33,01_Endowment,01_Endowment
10144681,2309,F,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10144905,1078,F,S,P,C,1,1,28,05_ILP 2016 - Prulink,01_Endowment
10145235,1078,M,M,P,C,1,1,46,05_ILP 2016 - Prulink,01_Endowment
10146045,1078,F,M,P,C,1,1,30,01_Endowment,01_Endowment
10147275,1516,M,M,P,C,1,1,32,02_CI Endowment,01_Endowment
10147866,102,F,M,P,C,1,1,30,01_Endowment,01_Endowment
10147942,2499,F,S,P,C,1,1,38,02_CI Endowment,01_Endowment
10148159,1516,F,M,P,C,1,1,49,02_CI Endowment,01_Endowment
10148203,1423,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10148994,1516,F,M,P,C,1,1,24,02_CI Endowment,01_Endowment
10149605,1078,M,M,P,C,1,1,55,05_ILP 2016 - Prulink,01_Endowment
10150165,1078,M,M,P,C,1,1,29,02_CI Endowment,01_Endowment
10150798,448,F,M,P,C,1,1,37,05_ILP 2016 - Prulink,01_Endowment
10151648,1078,F,S,P,C,1,1,29,05_ILP 2016 - Prulink,01_Endowment
10151969,1078,M,M,P,C,1,1,44,01_Endowment,01_Endowment
10152938,8,M,M,P,C,1,1,45,02_CI Endowment,01_Endowment
10154209,376,F,S,P,C,1,1,27,05_ILP 2016 - Prulink,01_Endowment
10154397,997,F,M,P,C,1,1,36,01_Endowment,01_Endowment
10154921,213,M,M,P,C,1,1,36,05_ILP 2016 - Prulink,01_Endowment
10155141,1516,F,M,P,C,1,1,44,05_ILP 2016 - Prulink,01_Endowment
10155678,218,F,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10157453,1516,M,S,P,C,1,1,22,05_ILP 2016 - Prulink,01_Endowment
10157560,1450,F,M,P,C,1,1,34,01_Endowment,01_Endowment
10157630,218,M,M,P,C,1,1,35,01_Endowment,01_Endowment
10157670,1078,M,M,P,C,1,1,29,05_ILP 2016 - Prulink,01_Endowment
10157810,1078,F,M,P,C,1,1,30,05_ILP 2016 - Prulink,01_Endowment
10157955,2025,M,M,P,C,1,1,30,05_ILP 2016 - Prulink,01_Endowment
10158600,1516,F,M,P,C,1,1,40,02_CI Endowment,01_Endowment
10158820,2309,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10159082,1516,M,M,P,C,1,1,32,01_Endowment,01_Endowment
10159277,1516,F,M,P,C,1,1,49,02_CI Endowment,01_Endowment
10159371,1078,M,M,P,C,1,1,37,01_Endowment,01_Endowment
10159376,1516,M,M,P,C,1,1,28,01_Endowment,01_Endowment
10159633,218,M,M,P,C,1,1,36,01_Endowment,01_Endowment
10160002,218,F,M,P,C,1,1,24,01_Endowment,01_Endowment
10160142,2025,F,M,P,C,1,1,38,05_ILP 2016 - Prulink,01_Endowment
10160640,801,M,U,P,C,1,1,36,02_CI Endowment,01_Endowment
10161018,1516,M,M,P,C,1,1,38,01_Endowment,01_Endowment
10161034,1078,F,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10161438,376,M,M,P,C,1,1,40,02_CI Endowment,01_Endowment
10161575,2309,F,M,P,C,1,1,40,02_CI Endowment,01_Endowment
10161696,1078,F,M,P,C,1,1,39,02_CI Endowment,01_Endowment
10161817,801,M,M,P,C,1,1,36,01_Endowment,01_Endowment
10162294,1516,F,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10162357,218,M,M,P,C,1,1,35,05_ILP 2016 - Prulink,01_Endowment
10162719,1078,F,M,P,C,1,1,41,05_ILP 2016 - Prulink,01_Endowment
10163358,1516,M,M,P,C,1,1,37,05_ILP 2016 - Prulink,01_Endowment
10163543,1078,F,M,P,C,1,1,46,02_CI Endowment,01_Endowment
10163802,1078,F,M,P,C,1,1,36,05_ILP 2016 - Prulink,01_Endowment
10163881,376,M,M,P,C,1,1,28,02_CI Endowment,01_Endowment
10164201,1078,F,M,P,C,1,1,43,02_CI Endowment,01_Endowment
10164460,218,M,M,P,C,1,1,32,01_Endowment,01_Endowment
10164986,2025,M,M,P,C,1,1,39,01_Endowment,01_Endowment
10165574,2309,F,M,P,C,1,1,49,02_CI Endowment,01_Endowment
10166020,2025,F,M,P,C,1,1,30,05_ILP 2016 - Prulink,01_Endowment
10166339,376,M,M,P,C,1,1,29,02_CI Endowment,01_Endowment
10166464,218,M,M,P,C,1,1,23,02_CI Endowment,01_Endowment
10166471,1078,M,M,P,C,1,1,32,02_CI Endowment,01_Endowment
10166536,2309,F,M,P,C,1,1,27,01_Endowment,01_Endowment
10166650,218,F,M,P,C,1,1,28,02_CI Endowment,01_Endowment
10167358,2437,F,M,P,C,1,1,31,02_CI Endowment,01_Endowment
10167439,218,F,M,P,C,1,1,37,01_Endowment,01_Endowment
10167496,218,F,M,P,C,1,1,28,01_Endowment,01_Endowment
10167909,1516,F,M,P,C,1,1,38,02_CI Endowment,01_Endowment
10167966,8,F,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10167978,1078,M,M,P,C,1,1,39,02_CI Endowment,01_Endowment
10168415,448,F,M,P,C,1,1,39,01_Endowment,01_Endowment
10169413,2218,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10169499,1516,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10169576,2025,F,M,P,C,1,1,34,01_Endowment,01_Endowment
10169787,1078,F,M,P,C,1,1,24,02_CI Endowment,01_Endowment
10169811,2025,F,M,P,C,1,1,37,01_Endowment,01_Endowment
10169848,448,F,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10169849,1937,M,U,P,C,1,1,35,02_CI Endowment,01_Endowment
10169948,2309,F,M,P,C,1,1,39,05_ILP 2016 - Prulink,01_Endowment
10170382,231,F,M,P,C,1,1,42,02_CI Endowment,01_Endowment
10170466,1078,F,M,P,C,1,1,30,02_CI Endowment,01_Endowment
10170477,218,F,M,P,C,1,1,29,05_ILP 2016 - Prulink,01_Endowment
10170713,218,F,M,P,C,1,1,29,02_CI Endowment,01_Endowment
10171232,1078,M,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10171575,2025,F,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10171576,2025,M,M,P,C,1,1,49,02_CI Endowment,01_Endowment
10171589,1078,F,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10172008,2025,M,S,P,C,1,1,26,01_Endowment,01_Endowment
10172310,2218,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,01_Endowment
10172425,1489,M,M,P,C,1,1,31,05_ILP 2016 - Prulink,01_Endowment
10173622,1078,F,M,P,C,1,1,27,01_Endowment,01_Endowment
10173835,1516,M,M,P,C,1,1,48,02_CI Endowment,01_Endowment
10174429,1516,F,M,P,C,1,1,26,04_PruCare Plus,01_Endowment
10174673,478,M,M,P,C,1,1,29,01_Endowment,01_Endowment
10175075,1516,F,M,P,C,1,1,55,02_CI Endowment,01_Endowment
10175243,430,M,M,P,C,1,1,36,01_Endowment,01_Endowment
10175543,1078,F,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10176704,430,M,M,P,C,1,1,35,01_Endowment,01_Endowment
10176803,447,M,M,P,C,1,1,33,01_Endowment,01_Endowment
10177195,2025,F,M,P,C,1,1,50,05_ILP 2016 - Prulink,01_Endowment
10177457,2309,F,U,P,C,1,1,48,01_Endowment,01_Endowment
10177809,2025,F,M,P,C,1,1,30,01_Endowment,01_Endowment
10177811,2025,F,M,P,C,1,1,28,01_Endowment,01_Endowment
10177815,2025,F,M,P,C,1,1,51,05_ILP 2016 - Prulink,01_Endowment
10178591,1078,M,M,P,C,1,1,36,01_Endowment,01_Endowment
10178938,1078,F,M,P,C,1,1,36,01_Endowment,01_Endowment
10179106,1516,F,M,P,C,1,1,56,05_ILP 2016 - Prulink,01_Endowment
10179246,448,F,M,P,C,1,1,44,02_CI Endowment,01_Endowment
10179441,1078,M,M,P,C,1,1,35,01_Endowment,01_Endowment
10180831,1078,F,M,P,C,1,1,29,01_Endowment,01_Endowment
10181874,430,M,M,P,C,1,1,46,02_CI Endowment,01_Endowment
10182469,2309,F,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10183040,391,M,M,P,C,1,1,41,02_CI Endowment,01_Endowment
10183203,2025,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10183208,1516,F,M,P,C,1,1,39,02_CI Endowment,01_Endowment
10183372,1591,M,M,P,C,1,1,29,05_ILP 2016 - Prulink,01_Endowment
10183508,2309,F,M,P,C,1,1,45,01_Endowment,01_Endowment
10183530,2025,F,S,P,C,1,1,28,01_Endowment,01_Endowment
10184838,2025,F,M,P,C,1,1,48,02_CI Endowment,01_Endowment
10185763,1898,M,S,P,C,1,1,19,02_CI Endowment,01_Endowment
10185794,1516,F,U,P,C,1,1,64,02_CI Endowment,01_Endowment
10186256,1078,M,M,P,C,1,1,32,02_CI Endowment,01_Endowment
10186587,1078,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10188613,213,F,S,P,C,1,1,45,02_CI Endowment,01_Endowment
10189017,2218,M,M,P,C,1,1,48,02_CI Endowment,01_Endowment
10189018,1078,F,M,P,C,1,1,45,02_CI Endowment,01_Endowment
10189116,218,F,M,P,C,1,1,31,05_ILP 2016 - Prulink,01_Endowment
10189565,1078,M,M,P,C,1,1,42,01_Endowment,01_Endowment
10189938,1078,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10191031,924,F,M,P,C,1,1,35,01_Endowment,01_Endowment
10191084,1078,M,M,P,C,1,1,30,01_Endowment,01_Endowment
10191804,2309,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,01_Endowment
10191866,448,F,M,P,C,1,1,29,01_Endowment,01_Endowment
10192113,1516,F,M,P,C,1,1,34,04_PruCare Plus,01_Endowment
10193333,1423,F,M,P,C,1,1,36,05_ILP 2016 - Prulink,01_Endowment
10193544,2309,F,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10193810,218,M,M,P,C,1,1,43,02_CI Endowment,01_Endowment
10194142,1078,M,M,P,C,1,1,40,01_Endowment,01_Endowment
10194208,1516,M,M,P,C,1,1,36,01_Endowment,01_Endowment
10194590,1516,M,M,P,C,1,1,27,05_ILP 2016 - Prulink,01_Endowment
10194949,1078,F,M,P,C,1,1,42,02_CI Endowment,01_Endowment
10195816,1078,F,M,P,C,1,1,36,01_Endowment,01_Endowment
10195938,1516,F,M,P,C,1,1,30,01_Endowment,01_Endowment
10196372,1516,F,M,P,C,1,1,30,02_CI Endowment,01_Endowment
10197958,2025,F,M,P,C,1,1,48,02_CI Endowment,01_Endowment
10198535,1119,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10198828,456,F,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10198917,1078,F,M,P,C,1,1,49,02_CI Endowment,01_Endowment
10199235,1078,M,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10200535,1078,F,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10200784,448,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10202594,8,F,M,P,C,1,1,29,02_CI Endowment,01_Endowment
10202757,218,F,M,P,C,1,1,29,02_CI Endowment,01_Endowment
10202872,2092,M,S,P,C,1,1,27,02_CI Endowment,01_Endowment
10203576,376,M,M,P,C,1,1,51,02_CI Endowment,01_Endowment
10204278,218,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10204394,1078,M,M,P,C,1,1,27,02_CI Endowment,01_Endowment
10204451,1078,F,M,P,C,1,1,27,02_CI Endowment,01_Endowment
10204618,1078,M,M,P,C,1,1,22,02_CI Endowment,01_Endowment
10204857,218,F,M,P,C,1,1,31,01_Endowment,01_Endowment
10204879,1078,M,M,P,C,1,1,29,02_CI Endowment,01_Endowment
10205792,448,F,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10205966,1078,F,M,P,C,1,1,28,02_CI Endowment,01_Endowment
10206804,430,M,M,P,C,1,1,48,01_Endowment,01_Endowment
10207014,997,F,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10207573,2025,F,M,P,C,1,1,36,01_Endowment,01_Endowment
10207831,218,M,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10208122,2309,M,M,P,C,1,1,45,01_Endowment,01_Endowment
10208231,478,F,M,P,C,1,1,24,05_ILP 2016 - Prulink,01_Endowment
10208339,1078,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10208499,1078,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,01_Endowment
10208714,1078,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,01_Endowment
10209064,1078,F,M,P,C,1,1,29,01_Endowment,01_Endowment
10209065,1516,F,M,P,C,1,1,50,02_CI Endowment,01_Endowment
10209698,1090,F,M,P,C,1,1,41,05_ILP 2016 - Prulink,01_Endowment
10210011,2019,F,M,P,C,1,1,42,02_CI Endowment,01_Endowment
10210376,2309,F,M,P,C,1,1,29,01_Endowment,01_Endowment
10210617,2499,M,M,P,C,1,1,33,05_ILP 2016 - Prulink,01_Endowment
10210832,801,M,M,P,C,1,1,41,01_Endowment,01_Endowment
10211135,2025,F,M,P,C,1,1,30,01_Endowment,01_Endowment
10211445,1078,M,M,P,C,1,1,44,01_Endowment,01_Endowment
10211969,218,F,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10212692,448,F,M,P,C,1,1,31,01_Endowment,01_Endowment
10212800,376,M,M,P,C,1,1,32,02_CI Endowment,01_Endowment
10213177,1516,F,M,P,C,1,1,30,02_CI Endowment,01_Endowment
10213720,218,F,M,P,C,1,1,46,01_Endowment,01_Endowment
10213880,1078,M,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10213882,1489,M,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10214592,1423,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,01_Endowment
10215010,1078,F,M,P,C,1,1,28,03_Universal life,01_Endowment
10215408,2218,F,M,P,C,1,1,31,02_CI Endowment,01_Endowment
10215414,376,M,M,P,C,1,1,32,02_CI Endowment,01_Endowment
10216522,2309,F,M,P,C,1,1,38,01_Endowment,01_Endowment
10217033,1078,F,M,P,C,1,1,29,02_CI Endowment,01_Endowment
10217271,218,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10217315,487,M,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10218038,1423,F,M,P,C,1,1,30,01_Endowment,01_Endowment
10218218,1516,M,M,P,C,1,1,45,01_Endowment,01_Endowment
10218541,1078,M,M,P,C,1,1,37,01_Endowment,01_Endowment
10218992,1516,F,M,P,C,1,1,38,01_Endowment,01_Endowment
10219003,801,M,M,P,C,1,1,30,01_Endowment,01_Endowment
10219357,1078,M,M,P,C,1,1,31,01_Endowment,01_Endowment
10219447,757,M,M,P,C,1,1,36,01_Endowment,01_Endowment
10220883,218,F,M,P,C,1,1,28,04_PruCare Plus,01_Endowment
10221084,1516,M,M,P,C,1,1,42,01_Endowment,01_Endowment
10221252,1516,M,M,P,C,1,1,39,02_CI Endowment,01_Endowment
10221461,1078,M,M,P,C,1,1,50,05_ILP 2016 - Prulink,01_Endowment
10221534,2309,F,M,P,C,1,1,63,03_Universal life,01_Endowment
10222171,1078,F,M,P,C,1,1,35,05_ILP 2016 - Prulink,01_Endowment
10222214,218,M,M,P,C,1,1,24,01_Endowment,01_Endowment
10222636,801,F,M,P,C,1,1,32,05_ILP 2016 - Prulink,01_Endowment
10222974,1078,F,M,P,C,1,1,40,02_CI Endowment,01_Endowment
10223587,218,F,M,P,C,1,1,42,01_Endowment,01_Endowment
10223721,1078,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10223795,1078,M,M,P,C,1,1,48,01_Endowment,01_Endowment
10223796,1516,F,M,P,C,1,1,25,04_PruCare Plus,01_Endowment
10223974,2025,F,M,P,C,1,1,31,01_Endowment,01_Endowment
10224243,218,F,M,P,C,1,1,24,02_CI Endowment,01_Endowment
10224256,448,F,M,P,C,1,1,30,01_Endowment,01_Endowment
10224276,8,F,M,P,C,1,1,39,02_CI Endowment,01_Endowment
10224300,8,M,M,P,C,1,1,46,02_CI Endowment,01_Endowment
10224678,1516,M,M,P,C,1,1,35,05_ILP 2016 - Prulink,01_Endowment
10225164,1078,M,M,P,C,1,1,47,02_CI Endowment,01_Endowment
10225284,2025,F,M,P,C,1,1,34,01_Endowment,01_Endowment
10225792,2218,M,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10225825,1461,M,M,P,C,1,1,29,01_Endowment,01_Endowment
10226141,1078,F,M,P,C,1,1,25,01_Endowment,01_Endowment
10226336,2025,F,M,P,C,1,1,32,05_ILP 2016 - Prulink,01_Endowment
10226622,2025,F,S,P,C,1,1,53,01_Endowment,01_Endowment
10226928,1078,F,M,P,C,1,1,31,05_ILP 2016 - Prulink,01_Endowment
10227067,1423,F,M,P,C,1,1,23,01_Endowment,01_Endowment
10228237,218,M,M,P,C,1,1,41,01_Endowment,01_Endowment
10228356,801,F,M,P,C,1,1,36,05_ILP 2016 - Prulink,01_Endowment
10229235,1516,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10229718,2309,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10230422,213,F,M,P,C,1,1,42,05_ILP 2016 - Prulink,01_Endowment
10230652,322,M,M,P,C,1,1,36,04_PruCare Plus,01_Endowment
10231060,1450,F,M,P,C,1,1,42,03_Universal life,01_Endowment
10231137,1078,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10231974,1078,F,M,P,C,1,1,43,02_CI Endowment,01_Endowment
10232732,218,M,M,P,C,1,1,42,05_ILP 2016 - Prulink,01_Endowment
10233496,2309,F,M,P,C,1,1,41,04_PruCare Plus,01_Endowment
10234210,218,F,S,P,C,1,1,51,05_ILP 2016 - Prulink,01_Endowment
10234750,218,M,M,P,C,1,1,33,01_Endowment,01_Endowment
10234822,2025,M,M,P,C,1,1,30,05_ILP 2016 - Prulink,01_Endowment
10235328,2309,F,M,P,C,1,1,37,02_CI Endowment,01_Endowment
10235383,1516,M,M,P,C,1,1,38,01_Endowment,01_Endowment
10236326,448,F,M,P,C,1,1,44,02_CI Endowment,01_Endowment
10237104,218,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,01_Endowment
10237538,456,F,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10238509,2309,F,M,P,C,1,1,41,05_ILP 2016 - Prulink,01_Endowment
10238786,2025,F,M,P,C,1,1,47,01_Endowment,01_Endowment
10239622,218,M,M,P,C,1,1,29,05_ILP 2016 - Prulink,01_Endowment
10239829,1516,M,M,P,C,1,1,34,01_Endowment,01_Endowment
10240227,1078,M,M,P,C,1,1,26,02_CI Endowment,01_Endowment
10240431,218,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,01_Endowment
10242274,1078,F,S,P,C,1,1,37,02_CI Endowment,01_Endowment
10242620,1078,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10243074,801,F,M,P,C,1,1,23,02_CI Endowment,01_Endowment
10243343,456,M,M,P,C,1,1,37,01_Endowment,01_Endowment
10244452,1078,F,M,P,C,1,1,37,01_Endowment,01_Endowment
10244616,1078,M,M,P,C,1,1,28,05_ILP 2016 - Prulink,01_Endowment
10245957,2020,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10246168,801,M,M,P,C,1,1,54,05_ILP 2016 - Prulink,01_Endowment
10246172,2309,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,01_Endowment
10246911,102,M,M,P,C,1,1,43,01_Endowment,01_Endowment
10247801,1489,M,M,P,C,1,1,41,01_Endowment,01_Endowment
10247999,997,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,01_Endowment
10248367,1078,M,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10252716,218,F,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10252995,1078,F,M,P,C,1,1,52,02_CI Endowment,01_Endowment
10253047,2025,M,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10253551,1450,F,M,P,C,1,1,28,05_ILP 2016 - Prulink,01_Endowment
10253577,1489,F,M,P,C,1,1,38,05_ILP 2016 - Prulink,01_Endowment
10254512,2025,F,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10255014,2025,F,M,P,C,1,1,22,01_Endowment,01_Endowment
10256028,2025,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10256043,448,F,M,P,C,1,1,37,02_CI Endowment,01_Endowment
10256226,2019,F,M,P,C,1,1,43,02_CI Endowment,01_Endowment
10256588,1078,F,M,P,C,1,1,58,02_CI Endowment,01_Endowment
10257358,1078,M,M,P,C,1,1,50,02_CI Endowment,01_Endowment
10257738,1090,M,M,P,C,1,1,37,05_ILP 2016 - Prulink,01_Endowment
10257744,1516,M,M,P,C,1,1,34,01_Endowment,01_Endowment
10257919,448,F,M,P,C,1,1,32,01_Endowment,01_Endowment
10258419,1078,F,M,P,C,1,1,30,05_ILP 2016 - Prulink,01_Endowment
10258476,218,F,M,P,C,1,1,29,01_Endowment,01_Endowment
10258498,1489,M,M,P,C,1,1,38,02_CI Endowment,01_Endowment
10258776,448,F,M,P,C,1,1,37,05_ILP 2016 - Prulink,01_Endowment
10258996,1516,M,M,P,C,1,1,33,02_CI Endowment,01_Endowment
10259047,66,M,M,P,C,1,1,33,01_Endowment,01_Endowment
10259781,218,F,M,P,C,1,1,39,01_Endowment,01_Endowment
10259790,448,M,M,P,C,1,1,36,02_CI Endowment,01_Endowment
10260390,218,F,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10260778,1078,F,M,P,C,1,1,46,05_ILP 2016 - Prulink,01_Endowment
10260975,1078,M,M,P,C,1,1,28,01_Endowment,01_Endowment
10261616,721,F,M,P,C,1,1,33,01_Endowment,01_Endowment
10262663,1078,F,M,P,C,1,1,26,01_Endowment,01_Endowment
10262825,1078,F,M,P,C,1,1,29,01_Endowment,01_Endowment
10263418,1078,F,M,P,C,1,1,34,02_CI Endowment,01_Endowment
10263953,2309,F,M,P,C,1,1,35,01_Endowment,01_Endowment
10264752,1078,F,M,P,C,1,1,28,01_Endowment,01_Endowment
10264791,1461,F,M,P,C,1,1,35,02_CI Endowment,01_Endowment
10264903,1078,F,M,P,C,1,1,28,02_CI Endowment,01_Endowment
10266176,430,M,M,P,C,1,1,49,02_CI Endowment,01_Endowment
10266218,1516,F,M,P,C,1,1,43,02_CI Endowment,01_Endowment
10266269,2499,M,M,P,C,1,1,37,01_Endowment,01_Endowment
